asset_id,asset_key,section_key,slot_key,kind,title_zh,body_chars,source_modules,runtime_use,production_use_allowed,rendered_preview_required,safety_tags
b5_b1_o59_hero_summary_001,canonical_o59.hero_summary.profile_summary.001,hero_summary,profile_summary,paragraph,BIG5 · 敏锐的独立思考者,142,module_01_hero|module_02_quick_understanding,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_hero_summary_002,canonical_o59.hero_summary.axis_callout.002,hero_summary,axis_callout,callout,主轴,137,module_01_hero|module_02_quick_understanding,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_hero_summary_003,canonical_o59.hero_summary.strengths.003,hero_summary,strengths,bullets,三个优势,79,module_01_hero|module_02_quick_understanding,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_hero_summary_004,canonical_o59.hero_summary.risks.004,hero_summary,risks,bullets,三个风险,66,module_01_hero|module_02_quick_understanding,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_hero_summary_005,canonical_o59.hero_summary.first_action.005,hero_summary,first_action,paragraph,接下来 48 小时,101,module_01_hero|module_06_application_matrix,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_hero_summary_006,canonical_o59.hero_summary.reading_boundary.006,hero_summary,reading_boundary,callout,阅读方式,108,module_00_trust_bar|module_01_hero,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domains_overview_007,canonical_o59.domains_overview.how_to_read.007,domains_overview,how_to_read,paragraph,如何理解五维,115,module_02_quick_understanding|module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domains_overview_008,canonical_o59.domains_overview.domain_snapshot_O.008,domains_overview,domain_snapshot_O,table_row,开放性 59｜中高,65,module_02_quick_understanding|module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domains_overview_009,canonical_o59.domains_overview.domain_snapshot_C.009,domains_overview,domain_snapshot_C,table_row,尽责性 32｜偏低,52,module_02_quick_understanding|module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domains_overview_010,canonical_o59.domains_overview.domain_snapshot_E.010,domains_overview,domain_snapshot_E,table_row,外向性 20｜明显偏低,55,module_02_quick_understanding|module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domains_overview_011,canonical_o59.domains_overview.domain_snapshot_A.011,domains_overview,domain_snapshot_A,table_row,宜人性 55｜中位略高,59,module_02_quick_understanding|module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domains_overview_012,canonical_o59.domains_overview.domain_snapshot_N.012,domains_overview,domain_snapshot_N,table_row,情绪性 68｜中高,55,module_02_quick_understanding|module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domains_overview_013,canonical_o59.domains_overview.overview_conclusion.013,domains_overview,overview_conclusion,callout,总览结论,117,module_02_quick_understanding|module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domain_deep_dive_014,canonical_o59.domain_deep_dive.domain_deep_O.014,domain_deep_dive,domain_deep_O,metric_card,开放性 59｜理解复杂性，但有现实锚点,183,module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domain_deep_dive_015,canonical_o59.domain_deep_dive.domain_deep_C.015,domain_deep_dive,domain_deep_C,metric_card,尽责性 32｜不是无序，而是持续推进依赖意义,159,module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domain_deep_dive_016,canonical_o59.domain_deep_dive.domain_deep_E.016,domain_deep_dive,domain_deep_E,metric_card,外向性 20｜进入克制，不是疏离,154,module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domain_deep_dive_017,canonical_o59.domain_deep_dive.domain_deep_A.017,domain_deep_dive,domain_deep_A,metric_card,宜人性 55｜能合作，也会后退,150,module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domain_deep_dive_018,canonical_o59.domain_deep_dive.domain_deep_N.018,domain_deep_dive,domain_deep_N,metric_card,情绪性 68｜高体感，是优势，也是成本,150,module_03_trait_deep_dive,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_domain_deep_dive_019,canonical_o59.domain_deep_dive.domain_integrated_note.019,domain_deep_dive,domain_integrated_note,callout,五维一起看时的重点,105,module_03_trait_deep_dive|module_04_coupling,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_020,canonical_o59.facet_details.facet_intro.020,facet_details,facet_intro,paragraph,facet 的正确读法,128,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_021,canonical_o59.facet_details.facet_reframe_not_low_c.021,facet_details,facet_reframe_not_low_c,callout,反直觉发现一：你不是没尽责，而是秩序识别高、持续推进低,123,module_05_facet_reframe|module_06_application_matrix,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_022,canonical_o59.facet_details.facet_reframe_not_social_bad.022,facet_details,facet_reframe_not_social_bad,callout,反直觉发现二：你不是社交差，而是低成本进入不足,121,module_05_facet_reframe|module_06_application_matrix,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_023,canonical_o59.facet_details.facet_reframe_not_fragile.023,facet_details,facet_reframe_not_fragile,callout,反直觉发现三：你不是玻璃心，而是内部负荷高、外部仍在扛,117,module_05_facet_reframe|module_06_application_matrix,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_024,canonical_o59.facet_details.facet_actions.024,facet_details,facet_actions,bullets,行动建议,96,module_05_facet_reframe|module_06_application_matrix,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_025,canonical_o59.facet_details.facet_directory_o1.025,facet_details,facet_directory_o1,table_row,O1｜想象力｜94,18,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_026,canonical_o59.facet_details.facet_directory_o2.026,facet_details,facet_directory_o2,table_row,O2｜审美感｜66,18,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_027,canonical_o59.facet_details.facet_directory_o3.027,facet_details,facet_directory_o3,table_row,O3｜情绪体验开放｜21,17,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_028,canonical_o59.facet_details.facet_directory_o4.028,facet_details,facet_directory_o4,table_row,O4｜行动开放｜79,17,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_029,canonical_o59.facet_details.facet_directory_o5.029,facet_details,facet_directory_o5,table_row,O5｜思想开放｜75,17,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_030,canonical_o59.facet_details.facet_directory_o6.030,facet_details,facet_directory_o6,table_row,O6｜价值开放｜1,21,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_031,canonical_o59.facet_details.facet_directory_c1.031,facet_details,facet_directory_c1,table_row,C1｜胜任感｜97,21,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_032,canonical_o59.facet_details.facet_directory_c2.032,facet_details,facet_directory_c2,table_row,C2｜秩序感｜89,18,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_033,canonical_o59.facet_details.facet_directory_c3.033,facet_details,facet_directory_c3,table_row,C3｜责任执行｜15,13,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_034,canonical_o59.facet_details.facet_directory_c4.034,facet_details,facet_directory_c4,table_row,C4｜成就努力｜15,16,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_035,canonical_o59.facet_details.facet_directory_c5.035,facet_details,facet_directory_c5,table_row,C5｜自律｜2,15,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_036,canonical_o59.facet_details.facet_directory_c6.036,facet_details,facet_directory_c6,table_row,C6｜审慎｜10,19,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_037,canonical_o59.facet_details.facet_directory_e1.037,facet_details,facet_directory_e1,table_row,E1｜热情｜57,18,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_038,canonical_o59.facet_details.facet_directory_e2.038,facet_details,facet_directory_e2,table_row,E2｜合群｜53,14,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_039,canonical_o59.facet_details.facet_directory_e3.039,facet_details,facet_directory_e3,table_row,E3｜主动表达｜12,17,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_040,canonical_o59.facet_details.facet_directory_e4.040,facet_details,facet_directory_e4,table_row,E4｜活跃度｜4,13,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_041,canonical_o59.facet_details.facet_directory_e5.041,facet_details,facet_directory_e5,table_row,E5｜刺激寻求｜4,11,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_042,canonical_o59.facet_details.facet_directory_e6.042,facet_details,facet_directory_e6,table_row,E6｜正向外显｜2,17,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_043,canonical_o59.facet_details.facet_directory_a1.043,facet_details,facet_directory_a1,table_row,A1｜信任｜20,14,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_044,canonical_o59.facet_details.facet_directory_a2.044,facet_details,facet_directory_a2,table_row,A2｜直率｜56,17,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_045,canonical_o59.facet_details.facet_directory_a3.045,facet_details,facet_directory_a3,table_row,A3｜利他｜31,17,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_046,canonical_o59.facet_details.facet_directory_a4.046,facet_details,facet_directory_a4,table_row,A4｜顺从｜86,18,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_047,canonical_o59.facet_details.facet_directory_a5.047,facet_details,facet_directory_a5,table_row,A5｜谦逊｜67,14,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_048,canonical_o59.facet_details.facet_directory_a6.048,facet_details,facet_directory_a6,table_row,A6｜同理心｜42,20,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_049,canonical_o59.facet_details.facet_directory_n1.049,facet_details,facet_directory_n1,table_row,N1｜焦虑感｜98,10,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_050,canonical_o59.facet_details.facet_directory_n2.050,facet_details,facet_directory_n2,table_row,N2｜愤怒反应｜65,17,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_051,canonical_o59.facet_details.facet_directory_n3.051,facet_details,facet_directory_n3,table_row,N3｜低落耗竭｜98,12,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_052,canonical_o59.facet_details.facet_directory_n4.052,facet_details,facet_directory_n4,table_row,N4｜羞怯｜8,13,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_053,canonical_o59.facet_details.facet_directory_n5.053,facet_details,facet_directory_n5,table_row,N5｜冲动脱离｜95,16,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_facet_details_054,canonical_o59.facet_details.facet_directory_n6.054,facet_details,facet_directory_n6,table_row,N6｜脆弱性｜13,16,module_05_facet_reframe,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_core_portrait_055,canonical_o59.core_portrait.primary_coupling_n_o.055,core_portrait,primary_coupling_n_o,paragraph,你的核心动力,137,module_02_quick_understanding|module_04_coupling,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_core_portrait_056,canonical_o59.core_portrait.secondary_coupling_e_c.056,core_portrait,secondary_coupling_e_c,paragraph,你的主要行动瓶颈,145,module_02_quick_understanding|module_04_coupling,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_core_portrait_057,canonical_o59.core_portrait.dominant_tension.057,core_portrait,dominant_tension,callout,主导冲突,113,module_02_quick_understanding|module_04_coupling,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_core_portrait_058,canonical_o59.core_portrait.common_misread.058,core_portrait,common_misread,bullets,常见误读,110,module_02_quick_understanding|module_04_coupling,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_core_portrait_059,canonical_o59.core_portrait.development_logic.059,core_portrait,development_logic,paragraph,发展方向,105,module_04_coupling|module_06_application_matrix,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_norms_comparison_060,canonical_o59.norms_comparison.percentile_meaning.060,norms_comparison,percentile_meaning,paragraph,相对参照怎么读,119,module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_norms_comparison_061,canonical_o59.norms_comparison.relative_pattern.061,norms_comparison,relative_pattern,callout,这组结果最有解释力的地方,115,module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_norms_comparison_062,canonical_o59.norms_comparison.norm_boundary.062,norms_comparison,norm_boundary,paragraph,常模边界,93,module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_norms_comparison_063,canonical_o59.norms_comparison.comparison_boundaries.063,norms_comparison,comparison_boundaries,bullets,比较时的三个提醒,107,module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_norms_comparison_064,canonical_o59.norms_comparison.canonical_norms_conclusion.064,norms_comparison,canonical_norms_conclusion,paragraph,对 O59 样本的参照结论,119,module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_action_plan_065,canonical_o59.action_plan.action_intro.065,action_plan,action_intro,paragraph,行动计划的原则,98,module_06_application_matrix|module_07_collaboration_manual,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_action_plan_066,canonical_o59.action_plan.workplace.066,action_plan,workplace,callout,工作场景,105,module_06_application_matrix,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_action_plan_067,canonical_o59.action_plan.relationships.067,action_plan,relationships,callout,关系场景,85,module_06_application_matrix|module_07_collaboration_manual,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_action_plan_068,canonical_o59.action_plan.stress_recovery.068,action_plan,stress_recovery,callout,压力恢复,74,module_06_application_matrix,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_action_plan_069,canonical_o59.action_plan.personal_growth.069,action_plan,personal_growth,callout,个人成长,71,module_06_application_matrix,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_action_plan_070,canonical_o59.action_plan.path_30_days.070,action_plan,path_30_days,bullets,30 天路径,84,module_06_application_matrix|module_07_collaboration_manual,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_action_plan_071,canonical_o59.action_plan.path_60_days.071,action_plan,path_60_days,bullets,60 天路径,84,module_06_application_matrix|module_07_collaboration_manual,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_action_plan_072,canonical_o59.action_plan.path_90_days.072,action_plan,path_90_days,bullets,90 天路径,96,module_06_application_matrix|module_07_collaboration_manual,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_action_plan_073,canonical_o59.action_plan.minimum_next_step.073,action_plan,minimum_next_step,paragraph,最小下一步,63,module_06_application_matrix|module_07_collaboration_manual,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_methodology_and_access_074,canonical_o59.methodology_and_access.what_it_is.074,methodology_and_access,what_it_is,paragraph,这份报告是什么,95,module_00_trust_bar|module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_methodology_and_access_075,canonical_o59.methodology_and_access.not_type.075,methodology_and_access,not_type,callout,连续特质，不是固定类型,87,module_00_trust_bar|module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_methodology_and_access_076,canonical_o59.methodology_and_access.score_boundary.076,methodology_and_access,score_boundary,paragraph,分数与解释的边界,90,module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_methodology_and_access_077,canonical_o59.methodology_and_access.facet_boundary.077,methodology_and_access,facet_boundary,paragraph,facet 推断边界,93,module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_methodology_and_access_078,canonical_o59.methodology_and_access.privacy.078,methodology_and_access,privacy,paragraph,隐私与使用,91,module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
b5_b1_o59_methodology_and_access_079,canonical_o59.methodology_and_access.retest_guidance.079,methodology_and_access,retest_guidance,bullets,复看建议,86,module_10_method_privacy,staging_only,false,true,non_diagnostic|non_hiring|no_accuracy_claim|no_hard_typing|continuous_trait_language|canonical_o59_only
