asset_id,asset_key,asset_version,asset_type,asset_layer,trait_code,trait_label_zh,facet_key,facet_slug,facet_label_zh,facet_role,facet_direction,module_key,section_key,slot_key,copy_role,reading_mode,title_zh,summary_zh,body_zh,short_body_zh,benefit_zh,cost_zh,common_misread_zh,action_zh,selection_priority,selection_specificity,fallback_allowed,render_surface,qa_status,ready_for_pilot,runtime_use,production_use_allowed,facet_support_inference_only,facet_support_item_count,facet_support_confidence,facet_support_not_independent_measurement,facet_support_requires_method_boundary,safety_tags,canonical_support
big5_facet_v0_1_o6_facet_low_reframe,big5_facet_v0_1_o6_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,O,开放性,O6,liberalism,价值开放,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.o6.low_reframe,user_visible_body,standard|deep,价值开放偏低：优势、代价与常见误读,用于解释 O6 价值开放 大致观察什么。,当价值开放偏低时，通常表示更愿意尊重已有规则和稳定路径，不会轻易推翻惯例。它的帮助在于：能减少团队的不确定性，适合维护秩序和连续性。它的代价在于：可能把已经失效的做法保留太久，错过更新窗口。常见误读是：别人可能以为你没有独立判断，其实你更看重系统稳定。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：定期问：这条规则现在还解决问题吗，还是只是在维持惯性。,用于解释 O6 价值开放 大致观察什么。,能减少团队的不确定性，适合维护秩序和连续性,可能把已经失效的做法保留太久，错过更新窗口,别人可能以为你没有独立判断，其实你更看重系统稳定,定期问：这条规则现在还解决问题吗，还是只是在维持惯性,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,现实过滤下的开放
big5_facet_v0_1_c1_facet_glossary,big5_facet_v0_1_c1_facet_glossary,v0_1,facet_glossary,L5_facet_precision,C,尽责性,C1,self_efficacy,自我效能,facet_glossary,glossary,module_05_facet_reframe,facet_details,facet_details.c1.glossary,user_visible_body,standard|deep,自我效能：尽责性的细部观察入口,用于解释 C1 自我效能 大致观察什么。,自我效能是尽责性下面的一个细部入口，主要观察一个人是否相信自己能理解任务、处理问题并把事情推进到可见结果。它不能单独决定一个人的性格，也不适合脱离五维和现实场景单独解读。更稳妥的用法，是把它看成一条解释线索：当秩序、推进、责任与持续完成出现变化时，这个细部会提示你哪一种反应更容易被调动。真正有价值的不是数字本身，而是它如何和同一维度的其他细部、当前环境与行动成本一起工作。,用于解释 C1 自我效能 大致观察什么。,帮助用户把尽责性从一个宽维度拆成更具体的观察线索。,如果脱离五维和现实场景单独使用，容易把一个细部误读成完整结论。,把自我效能当成独立性格判断，而不是辅助解释线索。,阅读时先看它和同一维度其他细部是否一致，再决定是否进入反直觉重构。,50,45,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c1_facet_high_reframe,big5_facet_v0_1_c1_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C1,self_efficacy,自我效能,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.c1.high_reframe,user_visible_body,standard|deep,自我效能偏高：不是没尽责，而是推进入口更依赖结构,用于解释 C1 自我效能 大致观察什么。,当自我效能偏高时，通常表示更容易相信自己能处理复杂任务，在关键处愿意承担和启动。它的帮助在于：能提升进入速度，也让别人更容易看到你的可靠性。它的代价在于：可能把能做当成应该做，承担过多成本。常见误读是：别人可能以为你天然轻松，其实你也需要边界和资源。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：先确认责任范围，再决定投入深度。 在结果页中，它应服务于facet_details里的解释与重构，而不是替代整体画像。,用于解释 C1 自我效能 大致观察什么。,能提升进入速度，也让别人更容易看到你的可靠性,可能把能做当成应该做，承担过多成本,别人可能以为你天然轻松，其实你也需要边界和资源,先确认责任范围，再决定投入深度,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,自我效能|不是没尽责
big5_facet_v0_1_c1_facet_low_reframe,big5_facet_v0_1_c1_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C1,self_efficacy,自我效能,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.c1.low_reframe,user_visible_body,standard|deep,自我效能偏低：优势、代价与常见误读,用于解释 C1 自我效能 大致观察什么。,当自我效能偏低时，通常表示更容易在新任务前先感到不确定，需要更多外部结构和确认。它的帮助在于：能避免盲目接下超出资源的任务，更谨慎地评估条件。它的代价在于：可能因为低估自己而延迟启动或把判断交给别人。常见误读是：别人可能以为你没能力，其实你可能只是缺少启动证据。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：从一个最小可完成步骤建立反馈，而不是等到完全有把握。,用于解释 C1 自我效能 大致观察什么。,能避免盲目接下超出资源的任务，更谨慎地评估条件,可能因为低估自己而延迟启动或把判断交给别人,别人可能以为你没能力，其实你可能只是缺少启动证据,从一个最小可完成步骤建立反馈，而不是等到完全有把握,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,不是没尽责
big5_facet_v0_1_c2_facet_glossary,big5_facet_v0_1_c2_facet_glossary,v0_1,facet_glossary,L5_facet_precision,C,尽责性,C2,orderliness,条理性,facet_glossary,glossary,module_05_facet_reframe,facet_details,facet_details.c2.glossary,user_visible_body,standard|deep,条理性：尽责性的细部观察入口,用于解释 C2 条理性 大致观察什么。,条理性是尽责性下面的一个细部入口，主要观察一个人是否偏好清楚的空间、顺序、分类、规则和可追踪流程。它不能单独决定一个人的性格，也不适合脱离五维和现实场景单独解读。更稳妥的用法，是把它看成一条解释线索：当秩序、推进、责任与持续完成出现变化时，这个细部会提示你哪一种反应更容易被调动。真正有价值的不是数字本身，而是它如何和同一维度的其他细部、当前环境与行动成本一起工作。,用于解释 C2 条理性 大致观察什么。,帮助用户把尽责性从一个宽维度拆成更具体的观察线索。,如果脱离五维和现实场景单独使用，容易把一个细部误读成完整结论。,把条理性当成独立性格判断，而不是辅助解释线索。,阅读时先看它和同一维度其他细部是否一致，再决定是否进入反直觉重构。,50,45,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c2_facet_high_reframe,big5_facet_v0_1_c2_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C2,orderliness,条理性,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.c2.high_reframe,user_visible_body,standard|deep,条理性偏高：不是没尽责，而是条理与续航分离,用于解释 C2 条理性 大致观察什么。,当条理性偏高时，通常表示更容易维护结构、顺序和边界，让混乱变得可处理。它的帮助在于：能提升稳定性，也能减少团队反复找信息、补漏洞的成本。它的代价在于：可能对临时变化和粗糙流程更敏感，耐心下降更快。常见误读是：别人可能以为你只是在管细节，其实你是在保护系统可用性。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：把条理要求说成最低可运行标准，而不是个人偏好。,用于解释 C2 条理性 大致观察什么。,能提升稳定性，也能减少团队反复找信息、补漏洞的成本,可能对临时变化和粗糙流程更敏感，耐心下降更快,别人可能以为你只是在管细节，其实你是在保护系统可用性,把条理要求说成最低可运行标准，而不是个人偏好,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,条理能力|不是没尽责
big5_facet_v0_1_c2_facet_low_reframe,big5_facet_v0_1_c2_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C2,orderliness,条理性,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.c2.low_reframe,user_visible_body,standard|deep,条理性偏低：优势、代价与常见误读,用于解释 C2 条理性 大致观察什么。,当条理性偏低时，通常表示更能容忍临时状态和不完整流程，不会被形式秩序过度牵制。它的帮助在于：能适应变化，也更容易在资源有限时先解决核心问题。它的代价在于：可能让任务记录、收尾和交接变得不够稳定。常见误读是：别人可能以为你不重视秩序，其实你只是优先看结果是否推进。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：给关键任务设一个最低条理线：命名、截止、责任人和下一步。,用于解释 C2 条理性 大致观察什么。,能适应变化，也更容易在资源有限时先解决核心问题,可能让任务记录、收尾和交接变得不够稳定,别人可能以为你不重视秩序，其实你只是优先看结果是否推进,给关键任务设一个最低条理线：命名、截止、责任人和下一步,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,不是没尽责
big5_facet_v0_1_c3_facet_glossary,big5_facet_v0_1_c3_facet_glossary,v0_1,facet_glossary,L5_facet_precision,C,尽责性,C3,dutifulness,责任遵循,facet_glossary,glossary,module_05_facet_reframe,facet_details,facet_details.c3.glossary,user_visible_body,standard|deep,责任遵循：尽责性的细部观察入口,用于解释 C3 责任遵循 大致观察什么。,责任遵循是尽责性下面的一个细部入口，主要观察一个人是否看重承诺、规则、角色责任和对他人的交代。它不能单独决定一个人的性格，也不适合脱离五维和现实场景单独解读。更稳妥的用法，是把它看成一条解释线索：当秩序、推进、责任与持续完成出现变化时，这个细部会提示你哪一种反应更容易被调动。真正有价值的不是数字本身，而是它如何和同一维度的其他细部、当前环境与行动成本一起工作。,用于解释 C3 责任遵循 大致观察什么。,帮助用户把尽责性从一个宽维度拆成更具体的观察线索。,如果脱离五维和现实场景单独使用，容易把一个细部误读成完整结论。,把责任遵循当成独立性格判断，而不是辅助解释线索。,阅读时先看它和同一维度其他细部是否一致，再决定是否进入反直觉重构。,50,45,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c3_facet_high_reframe,big5_facet_v0_1_c3_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C3,dutifulness,责任遵循,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.c3.high_reframe,user_visible_body,standard|deep,责任遵循偏高：优势、代价与常见误读,用于解释 C3 责任遵循 大致观察什么。,当责任遵循偏高时，通常表示更容易把承诺放在心上，不轻易把责任推给环境或他人。它的帮助在于：能建立可信度，也让合作关系更稳。它的代价在于：可能因为责任感过强而难以拒绝不合理要求。常见误读是：别人可能以为你固执，其实你是在维护承诺质量。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：区分真实责任和被转嫁的责任，避免长期替系统补位。 在结果页中，它应服务于facet_details里的解释与重构，而不是替代整体画像。,用于解释 C3 责任遵循 大致观察什么。,能建立可信度，也让合作关系更稳,可能因为责任感过强而难以拒绝不合理要求,别人可能以为你固执，其实你是在维护承诺质量,区分真实责任和被转嫁的责任，避免长期替系统补位,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c3_facet_low_reframe,big5_facet_v0_1_c3_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C3,dutifulness,责任遵循,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.c3.low_reframe,user_visible_body,standard|deep,责任遵循偏低：优势、代价与常见误读,用于解释 C3 责任遵循 大致观察什么。,当责任遵循偏低时，通常表示更少被形式义务牵着走，会先判断这件事是否真的合理。它的帮助在于：能减少被空泛责任绑架，保留自主判断。它的代价在于：可能让别人觉得你对承诺不够稳定，尤其在边界不清时。常见误读是：别人可能以为你不负责，其实你可能在拒绝无效责任。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：在答应前先说清楚范围、时间和验收方式。 在结果页中，它应服务于facet_details里的解释与重构，而不是替代整体画像。,用于解释 C3 责任遵循 大致观察什么。,能减少被空泛责任绑架，保留自主判断,可能让别人觉得你对承诺不够稳定，尤其在边界不清时,别人可能以为你不负责，其实你可能在拒绝无效责任,在答应前先说清楚范围、时间和验收方式,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c4_facet_glossary,big5_facet_v0_1_c4_facet_glossary,v0_1,facet_glossary,L5_facet_precision,C,尽责性,C4,achievement_striving,成就追求,facet_glossary,glossary,module_05_facet_reframe,facet_details,facet_details.c4.glossary,user_visible_body,standard|deep,成就追求：尽责性的细部观察入口,用于解释 C4 成就追求 大致观察什么。,成就追求是尽责性下面的一个细部入口，主要观察一个人是否愿意为了目标、标准和可见成果持续投入。它不能单独决定一个人的性格，也不适合脱离五维和现实场景单独解读。更稳妥的用法，是把它看成一条解释线索：当秩序、推进、责任与持续完成出现变化时，这个细部会提示你哪一种反应更容易被调动。真正有价值的不是数字本身，而是它如何和同一维度的其他细部、当前环境与行动成本一起工作。,用于解释 C4 成就追求 大致观察什么。,帮助用户把尽责性从一个宽维度拆成更具体的观察线索。,如果脱离五维和现实场景单独使用，容易把一个细部误读成完整结论。,把成就追求当成独立性格判断，而不是辅助解释线索。,阅读时先看它和同一维度其他细部是否一致，再决定是否进入反直觉重构。,50,45,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c4_facet_high_reframe,big5_facet_v0_1_c4_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C4,achievement_striving,成就追求,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.c4.high_reframe,user_visible_body,standard|deep,成就追求偏高：优势、代价与常见误读,用于解释 C4 成就追求 大致观察什么。,当成就追求偏高时，通常表示更容易把目标转成行动，并在结果接近时保持推进感。它的帮助在于：能带来清晰成果，也让个人价值更容易被看见。它的代价在于：可能把休息和探索都放到成果之后，长期紧绷。常见误读是：别人可能以为你只是好胜，其实你是在寻找可见的价值闭环。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：给目标之外也留过程指标，例如学习、恢复和关系质量。,用于解释 C4 成就追求 大致观察什么。,能带来清晰成果，也让个人价值更容易被看见,可能把休息和探索都放到成果之后，长期紧绷,别人可能以为你只是好胜，其实你是在寻找可见的价值闭环,给目标之外也留过程指标，例如学习、恢复和关系质量,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c4_facet_low_reframe,big5_facet_v0_1_c4_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C4,achievement_striving,成就追求,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.c4.low_reframe,user_visible_body,standard|deep,成就追求偏低：优势、代价与常见误读,用于解释 C4 成就追求 大致观察什么。,当成就追求偏低时，通常表示更少被外部成绩驱动，可能更愿意根据意义和状态决定投入。它的帮助在于：能降低无效竞争，保留对生活节奏的自主。它的代价在于：可能在需要持续成果的场景里显得动力不足。常见误读是：别人可能以为你没追求，其实你可能不想为无意义目标透支。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：把目标改成短周期验证，让意义和反馈先出现。 在结果页中，它应服务于facet_details里的解释与重构，而不是替代整体画像。,用于解释 C4 成就追求 大致观察什么。,能降低无效竞争，保留对生活节奏的自主,可能在需要持续成果的场景里显得动力不足,别人可能以为你没追求，其实你可能不想为无意义目标透支,把目标改成短周期验证，让意义和反馈先出现,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c5_facet_glossary,big5_facet_v0_1_c5_facet_glossary,v0_1,facet_glossary,L5_facet_precision,C,尽责性,C5,self_discipline,自律推进,facet_glossary,glossary,module_05_facet_reframe,facet_details,facet_details.c5.glossary,user_visible_body,standard|deep,自律推进：尽责性的细部观察入口,用于解释 C5 自律推进 大致观察什么。,自律推进是尽责性下面的一个细部入口，主要观察一个人是否能在兴趣下降、反馈不足时继续启动和收尾。它不能单独决定一个人的性格，也不适合脱离五维和现实场景单独解读。更稳妥的用法，是把它看成一条解释线索：当秩序、推进、责任与持续完成出现变化时，这个细部会提示你哪一种反应更容易被调动。真正有价值的不是数字本身，而是它如何和同一维度的其他细部、当前环境与行动成本一起工作。,用于解释 C5 自律推进 大致观察什么。,帮助用户把尽责性从一个宽维度拆成更具体的观察线索。,如果脱离五维和现实场景单独使用，容易把一个细部误读成完整结论。,把自律推进当成独立性格判断，而不是辅助解释线索。,阅读时先看它和同一维度其他细部是否一致，再决定是否进入反直觉重构。,50,45,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c5_facet_high_reframe,big5_facet_v0_1_c5_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C5,self_discipline,自律推进,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.c5.high_reframe,user_visible_body,standard|deep,自律推进偏高：优势、代价与常见误读,用于解释 C5 自律推进 大致观察什么。,当自律推进偏高时，通常表示更容易在低反馈阶段保持推进，不必每一步都靠情绪或灵感。它的帮助在于：能提高长期项目完成率，也减少临近节点的压力累积。它的代价在于：可能过度压住状态差异，把所有任务都当作必须硬推。常见误读是：别人可能以为你很自律，其实你也需要意义和恢复。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：为长期任务安排固定恢复点，避免自律变成耗竭。,用于解释 C5 自律推进 大致观察什么。,能提高长期项目完成率，也减少临近节点的压力累积,可能过度压住状态差异，把所有任务都当作必须硬推,别人可能以为你很自律，其实你也需要意义和恢复,为长期任务安排固定恢复点，避免自律变成耗竭,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,不是没尽责
big5_facet_v0_1_c5_facet_low_reframe,big5_facet_v0_1_c5_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C5,self_discipline,自律推进,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.c5.low_reframe,user_visible_body,standard|deep,自律推进偏低：不是没尽责，而是启动系统需要反馈,用于解释 C5 自律推进 大致观察什么。,当自律推进偏低时，通常表示更依赖兴趣、意义和外部结构来启动，低反馈任务容易掉速。它的帮助在于：能保留灵活性，也较少把自己长期锁进无意义推进。它的代价在于：可能出现知道重要但迟迟开始不了的状态。常见误读是：别人可能以为你懒，其实这常是启动系统和反馈结构的问题，不是没尽责。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：把任务缩到 20 分钟、一个入口和一个可见反馈。,用于解释 C5 自律推进 大致观察什么。,能保留灵活性，也较少把自己长期锁进无意义推进,可能出现知道重要但迟迟开始不了的状态,别人可能以为你懒，其实这常是启动系统和反馈结构的问题，不是没尽责,把任务缩到 20 分钟、一个入口和一个可见反馈,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,不是没尽责
big5_facet_v0_1_c6_facet_glossary,big5_facet_v0_1_c6_facet_glossary,v0_1,facet_glossary,L5_facet_precision,C,尽责性,C6,cautiousness,审慎性,facet_glossary,glossary,module_05_facet_reframe,facet_details,facet_details.c6.glossary,user_visible_body,standard|deep,审慎性：尽责性的细部观察入口,用于解释 C6 审慎性 大致观察什么。,审慎性是尽责性下面的一个细部入口，主要观察一个人是否倾向先评估后果、风险和替代方案，再做决定。它不能单独决定一个人的性格，也不适合脱离五维和现实场景单独解读。更稳妥的用法，是把它看成一条解释线索：当秩序、推进、责任与持续完成出现变化时，这个细部会提示你哪一种反应更容易被调动。真正有价值的不是数字本身，而是它如何和同一维度的其他细部、当前环境与行动成本一起工作。,用于解释 C6 审慎性 大致观察什么。,帮助用户把尽责性从一个宽维度拆成更具体的观察线索。,如果脱离五维和现实场景单独使用，容易把一个细部误读成完整结论。,把审慎性当成独立性格判断，而不是辅助解释线索。,阅读时先看它和同一维度其他细部是否一致，再决定是否进入反直觉重构。,50,45,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c6_facet_high_reframe,big5_facet_v0_1_c6_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C6,cautiousness,审慎性,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.c6.high_reframe,user_visible_body,standard|deep,审慎性偏高：优势、代价与常见误读,用于解释 C6 审慎性 大致观察什么。,当审慎性偏高时，通常表示更容易在行动前检查风险，避免冲动决策和后续返工。它的帮助在于：能保护资源，也让重大选择更稳。它的代价在于：可能在低风险场景也反复推演，错过行动窗口。常见误读是：别人可能以为你犹豫，其实你是在降低未来代价。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：区分可逆决定和不可逆决定，可逆事项先小步试。 在结果页中，它应服务于facet_details里的解释与重构，而不是替代整体画像。,用于解释 C6 审慎性 大致观察什么。,能保护资源，也让重大选择更稳,可能在低风险场景也反复推演，错过行动窗口,别人可能以为你犹豫，其实你是在降低未来代价,区分可逆决定和不可逆决定，可逆事项先小步试,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
